symbol,date,open,high,low,close,volume
MSFT,2021-01-26,358.52,361.03,357.22,359.73,3691499
MSFT,2021-01-27,359.73,363.27,358.08,361.62,3788622
MSFT,2021-01-28,361.62,364.54,359.62,362.54,3885745
MSFT,2021-01-29,362.54,364.72,361.94,364.12,3982868
MSFT,2021-02-01,364.12,367.29,363.17,366.34,4079991
MSFT,2021-02-02,366.34,368.89,365.04,367.59,4177114
MSFT,2021-02-03,367.59,371.12,365.94,369.47,4274237
MSFT,2021-02-04,369.47,372.36,367.47,370.36,4371360
MSFT,2021-02-05,370.36,372.49,369.76,371.89,4468483
MSFT,2021-02-08,371.89,373.36,370.94,372.41,4565606
MSFT,2021-02-09,372.41,374.85,371.11,373.55,4662729
MSFT,2021-02-10,373.55,375.33,371.90,373.68,4759852
MSFT,2021-02-11,373.68,376.43,371.68,374.43,4856975
MSFT,2021-02-12,374.43,376.38,373.83,375.78,4954098
MSFT,2021-02-15,375.78,377.07,374.83,376.12,5051221
MSFT,2021-02-16,376.12,378.36,374.82,377.06,5148344
MSFT,2021-02-17,377.06,378.71,375.33,376.98,5245467
MSFT,2021-02-18,376.98,379.50,374.98,377.50,5342590
MSFT,2021-02-19,377.50,378.10,376.40,377.00,5439713
MSFT,2021-02-22,377.00,378.05,376.05,377.10,5536836
MSFT,2021-02-23,377.10,378.40,374.87,376.17,5633959
MSFT,2021-02-24,376.17,377.82,374.18,375.83,5731082
MSFT,2021-02-25,375.83,378.10,373.83,376.10,5828205
MSFT,2021-02-26,376.10,376.70,374.74,375.34,5925328
MSFT,2021-03-01,375.34,376.29,374.24,375.19,6022451
MSFT,2021-03-02,375.19,376.49,372.71,374.01,6119574
MSFT,2021-03-03,374.01,375.66,371.79,373.44,6216697
MSFT,2021-03-04,373.44,375.44,369.86,371.86,6313820
MSFT,2021-03-05,371.86,372.46,370.28,370.88,6410943
MSFT,2021-03-08,370.88,371.83,367.95,368.90,6508066
MSFT,2021-03-09,368.90,370.20,366.23,367.53,6605189
MSFT,2021-03-10,367.53,369.18,365.14,366.79,6702312
MSFT,2021-03-11,366.79,368.79,363.05,365.05,6799435
MSFT,2021-03-12,365.05,365.65,363.34,363.94,6896558
MSFT,2021-03-15,363.94,364.89,360.90,361.85,6993681
MSFT,2021-03-16,361.85,363.15,359.10,360.40,7090804
MSFT,2021-03-17,360.40,362.05,356.32,357.97,7187927
MSFT,2021-03-18,357.97,359.97,354.20,356.20,7285050
MSFT,2021-03-19,356.20,356.80,352.87,353.47,7382173
MSFT,2021-03-22,353.47,354.42,350.46,351.41,7479296
MSFT,2021-03-23,351.41,352.71,348.72,350.02,7576419
MSFT,2021-03-24,350.02,351.67,346.03,347.68,7673542
MSFT,2021-03-25,347.68,349.68,344.04,346.04,7770665
MSFT,2021-03-26,346.04,346.64,342.87,343.47,7867788
MSFT,2021-03-29,343.47,344.42,340.65,341.60,7964911
MSFT,2021-03-30,341.60,342.90,337.52,338.82,8062034
MSFT,2021-03-31,338.82,340.47,335.11,336.76,8159157
MSFT,2021-04-01,336.76,338.76,331.80,333.80,8256280
MSFT,2021-04-02,333.80,334.40,330.98,331.58,8353403
MSFT,2021-04-05,331.58,332.53,329.14,330.09,8450526
MSFT,2021-04-06,330.09,331.39,326.43,327.73,8547649
MSFT,2021-04-07,327.73,329.38,324.48,326.13,8644772
MSFT,2021-04-08,326.13,328.13,321.67,323.67,8741895
MSFT,2021-04-09,323.67,324.27,321.37,321.97,8839018
MSFT,2021-04-12,321.97,322.92,318.48,319.43,8936141
MSFT,2021-04-13,319.43,320.73,316.38,317.68,2033264
MSFT,2021-04-14,317.68,319.33,313.44,315.09,2130387
MSFT,2021-04-15,315.09,317.09,311.30,313.30,2227510
MSFT,2021-04-16,313.30,313.90,311.71,312.31,2324633
MSFT,2021-04-19,312.31,313.26,309.56,310.51,2421756
MSFT,2021-04-20,310.51,311.81,308.22,309.52,2518879
MSFT,2021-04-21,309.52,311.17,306.08,307.73,2616002
MSFT,2021-04-22,307.73,309.73,304.77,306.77,2713125
MSFT,2021-04-23,306.77,307.37,304.41,305.01,2810248
MSFT,2021-04-26,305.01,305.96,303.14,304.09,2907371
MSFT,2021-04-27,304.09,305.39,301.08,302.38,3004494
MSFT,2021-04-28,302.38,304.03,299.86,301.51,3101617
MSFT,2021-04-29,301.51,303.51,299.48,301.48,3198740
MSFT,2021-04-30,301.48,302.08,300.08,300.68,3295863
MSFT,2021-05-03,300.68,301.68,299.73,300.73,3392986
MSFT,2021-05-04,300.73,302.03,298.71,300.01,3490109
MSFT,2021-05-05,300.01,301.79,298.36,300.14,3587232
MSFT,2021-05-06,300.14,302.14,297.50,299.50,3684355
MSFT,2021-05-07,299.50,300.31,298.90,299.71,3781478
MSFT,2021-05-10,299.71,300.66,298.20,299.15,3878601
MSFT,2021-05-11,299.15,300.75,297.85,299.45,3975724
MSFT,2021-05-12,299.45,302.25,297.80,300.60,4072847
MSFT,2021-05-13,300.60,302.97,298.60,300.97,4169970
MSFT,2021-05-14,300.97,302.80,300.37,302.20,4267093
MSFT,2021-05-17,302.20,303.60,301.25,302.65,4364216
MSFT,2021-05-18,302.65,305.24,301.35,303.94,4461339
MSFT,2021-05-19,303.94,306.10,302.29,304.45,4558462
MSFT,2021-05-20,304.45,307.80,302.45,305.80,4655585
MSFT,2021-05-21,305.80,306.96,305.20,306.36,4752708
MSFT,2021-05-24,306.36,308.70,305.41,307.75,4849831
MSFT,2021-05-25,307.75,311.26,306.45,309.96,4946954
MSFT,2021-05-26,309.96,313.02,308.31,311.37,5044077
MSFT,2021-05-27,311.37,315.59,309.37,313.59,5141200
MSFT,2021-05-28,313.59,315.60,312.99,315.00,5238323
MSFT,2021-05-31,315.00,318.16,314.05,317.21,5335446
MSFT,2021-06-01,317.21,319.89,315.91,318.59,5432569
MSFT,2021-06-02,318.59,322.42,316.94,320.77,5529692
MSFT,2021-06-03,320.77,324.10,318.77,322.10,5626815
MSFT,2021-06-04,322.10,324.81,321.50,324.21,5723938
MSFT,2021-06-07,324.21,328.04,323.26,327.09,5821061
MSFT,2021-06-08,327.09,330.41,325.79,329.11,5918184
MSFT,2021-06-09,329.11,333.53,327.46,331.88,6015307
MSFT,2021-06-10,331.88,335.78,329.88,333.78,6112430
MSFT,2021-06-11,333.78,337.01,333.18,336.41,6209553
MSFT,2021-06-14,336.41,339.11,335.46,338.16,6306676
MSFT,2021-06-15,338.16,341.92,336.86,340.62,6403799
MSFT,2021-06-16,340.62,343.84,338.97,342.19,6500922
MSFT,2021-06-17,342.19,346.45,340.19,344.45,6598045
MSFT,2021-06-18,344.45,348.02,343.85,347.42,6695168
MSFT,2021-06-21,347.42,350.41,346.47,349.46,6792291
MSFT,2021-06-22,349.46,353.49,348.16,352.19,6889414
MSFT,2021-06-23,352.19,355.62,350.54,353.97,6986537
MSFT,2021-06-24,353.97,358.43,351.97,356.43,7083660
MSFT,2021-06-25,356.43,358.52,355.83,357.92,7180783
MSFT,2021-06-28,357.92,361.03,356.97,360.08,7277906
MSFT,2021-06-29,360.08,362.56,358.78,361.26,7375029
MSFT,2021-06-30,361.26,364.74,359.61,363.09,7472152
MSFT,2021-07-01,363.09,367.55,361.09,365.55,7569275
MSFT,2021-07-02,365.55,367.63,364.95,367.03,7666398
MSFT,2021-07-05,367.03,370.08,366.08,369.13,7763521
MSFT,2021-07-06,369.13,371.54,367.83,370.24,7860644
MSFT,2021-07-07,370.24,373.61,368.59,371.96,7957767
MSFT,2021-07-08,371.96,374.68,369.96,372.68,8054890
MSFT,2021-07-09,372.68,374.60,372.08,374.00,8152013
MSFT,2021-07-12,374.00,375.26,373.05,374.31,8249136
MSFT,2021-07-13,374.31,376.52,373.01,375.22,8346259
MSFT,2021-07-14,375.22,378.38,373.57,376.73,8443382
MSFT,2021-07-15,376.73,379.22,374.73,377.22,8540505
MSFT,2021-07-16,377.22,378.90,376.62,378.30,8637628
MSFT,2021-07-19,378.30,379.31,377.35,378.36,8734751
MSFT,2021-07-20,378.36,380.31,377.06,379.01,8831874
MSFT,2021-07-21,379.01,380.66,376.98,378.63,8928997
MSFT,2021-07-22,378.63,380.84,376.63,378.84,2026120
MSFT,2021-07-23,378.84,379.44,377.43,378.03,2123243
MSFT,2021-07-26,378.03,378.98,376.86,377.81,2220366
MSFT,2021-07-27,377.81,379.48,376.51,378.18,2317489
MSFT,2021-07-28,378.18,379.83,375.88,377.53,2414612
MSFT,2021-07-29,377.53,379.53,375.48,377.48,2511735
MSFT,2021-07-30,377.48,378.08,375.80,376.40,2608858
MSFT,2021-08-02,376.40,377.35,374.98,375.93,2705981
MSFT,2021-08-03,375.93,377.23,373.15,374.45,2803104
MSFT,2021-08-04,374.45,376.10,371.93,373.58,2900227
MSFT,2021-08-05,373.58,375.58,369.70,371.70,2997350
MSFT,2021-08-06,371.70,372.30,369.84,370.44,3094473
MSFT,2021-08-09,370.44,371.39,368.85,369.80,3191596
MSFT,2021-08-10,369.80,371.10,366.87,368.17,3288719
MSFT,2021-08-11,368.17,369.82,365.52,367.17,3385842
MSFT,2021-08-12,367.17,369.17,363.19,365.19,3482965
MSFT,2021-08-13,365.19,365.79,363.26,363.86,3580088
MSFT,2021-08-16,363.86,364.81,360.61,361.56,3677211
MSFT,2021-08-17,361.56,362.86,358.61,359.91,3774334
MSFT,2021-08-18,359.91,361.56,355.66,357.31,3871457
MSFT,2021-08-19,357.31,359.31,353.38,355.38,3968580
MSFT,2021-08-20,355.38,355.98,353.52,354.12,4065703
MSFT,2021-08-23,354.12,355.07,350.98,351.93,4162826
MSFT,2021-08-24,351.93,353.23,349.13,350.43,4259949
MSFT,2021-08-25,350.43,352.08,346.36,348.01,4357072
MSFT,2021-08-26,348.01,350.01,344.29,346.29,4454195
MSFT,2021-08-27,346.29,346.89,343.07,343.67,4551318
MSFT,2021-08-30,343.67,344.62,340.81,341.76,4648441
MSFT,2021-08-31,341.76,343.06,337.66,338.96,4745564
MSFT,2021-09-01,338.96,340.61,335.25,336.90,4842687
MSFT,2021-09-02,336.90,338.90,333.57,335.57,4939810
MSFT,2021-09-03,335.57,336.17,332.77,333.37,5036933
MSFT,2021-09-06,333.37,334.32,330.98,331.93,5134056
MSFT,2021-09-07,331.93,333.23,328.33,329.63,5231179
MSFT,2021-09-08,329.63,331.28,326.44,328.09,5328302
MSFT,2021-09-09,328.09,330.09,323.70,325.70,5425425
MSFT,2021-09-10,325.70,326.30,323.50,324.10,5522548
MSFT,2021-09-13,324.10,325.05,320.71,321.66,5619671
MSFT,2021-09-14,321.66,322.96,318.71,320.01,5716794
MSFT,2021-09-15,320.01,321.66,317.50,319.15,5813917
MSFT,2021-09-16,319.15,321.15,315.47,317.47,5911040
MSFT,2021-09-17,317.47,318.07,316.00,316.60,6008163
MSFT,2021-09-20,316.60,317.55,313.97,314.92,6105286
MSFT,2021-09-21,314.92,316.22,312.75,314.05,6202409
MSFT,2021-09-22,314.05,315.70,310.73,312.38,6299532
MSFT,2021-09-23,312.38,314.38,309.53,311.53,6396655
MSFT,2021-09-24,311.53,312.13,309.28,309.88,6493778
MSFT,2021-09-27,309.88,310.83,308.10,309.05,6590901
MSFT,2021-09-28,309.05,310.35,307.75,309.05,6688024
MSFT,2021-09-29,309.05,310.70,306.62,308.27,6785147
MSFT,2021-09-30,308.27,310.31,306.27,308.31,6882270
MSFT,2021-10-01,308.31,308.91,306.96,307.56,6979393
MSFT,2021-10-04,307.56,308.59,306.61,307.64,7076516
MSFT,2021-10-05,307.64,308.94,305.63,306.93,7173639
MSFT,2021-10-06,306.93,308.71,305.28,307.06,7270762
MSFT,2021-10-07,307.06,309.06,304.40,306.40,7367885
MSFT,2021-10-08,306.40,307.16,305.80,306.56,7465008
MSFT,2021-10-11,306.56,308.50,305.61,307.55,7562131
MSFT,2021-10-12,307.55,309.05,306.25,307.75,7659254
MSFT,2021-10-13,307.75,310.43,306.10,308.78,7756377
MSFT,2021-10-14,308.78,311.00,306.78,309.00,7853500
MSFT,2021-10-15,309.00,310.64,308.40,310.04,7950623
MSFT,2021-10-18,310.04,311.23,309.09,310.28,8047746
MSFT,2021-10-19,310.28,312.63,308.98,311.33,8144869
MSFT,2021-10-20,311.33,313.22,309.68,311.57,8241992
MSFT,2021-10-21,311.57,314.61,309.57,312.61,8339115
MSFT,2021-10-22,312.61,315.05,312.01,314.45,8436238
MSFT,2021-10-25,314.45,316.42,313.50,315.47,8533361
MSFT,2021-10-26,315.47,318.58,314.17,317.28,8630484
MSFT,2021-10-27,317.28,319.90,315.63,318.25,8727607
MSFT,2021-10-28,318.25,322.00,316.25,320.00,8824730
MSFT,2021-10-29,320.00,321.50,319.40,320.90,8921853
MSFT,2021-11-01,320.90,323.53,319.95,322.58,2018976
MSFT,2021-11-02,322.58,324.69,321.28,323.39,2116099
MSFT,2021-11-03,323.39,326.62,321.74,324.97,2213222
MSFT,2021-11-04,324.97,329.29,322.97,327.29,2310345
MSFT,2021-11-05,327.29,329.34,326.69,328.74,2407468
MSFT,2021-11-08,328.74,331.88,327.79,330.93,2504591
MSFT,2021-11-09,330.93,333.54,329.63,332.24,2601714
MSFT,2021-11-10,332.24,335.92,330.59,334.27,2698837
MSFT,2021-11-11,334.27,337.40,332.27,335.40,2795960
MSFT,2021-11-12,335.40,337.85,334.80,337.25,2893083
MSFT,2021-11-15,337.25,339.13,336.30,338.18,2990206
MSFT,2021-11-16,338.18,341.12,336.88,339.82,3087329
MSFT,2021-11-17,339.82,343.81,338.17,342.16,3184452
MSFT,2021-11-18,342.16,345.57,340.16,343.57,3281575
MSFT,2021-11-19,343.57,346.27,342.97,345.67,3378698
MSFT,2021-11-22,345.67,347.78,344.72,346.83,3475821
MSFT,2021-11-23,346.83,349.97,345.53,348.67,3572944
MSFT,2021-11-24,348.67,351.21,347.02,349.56,3670067
MSFT,2021-11-25,349.56,353.12,347.56,351.12,3767190
MSFT,2021-11-26,351.12,352.32,350.52,351.72,3864313
MSFT,2021-11-29,351.72,353.93,350.77,352.98,3961436
MSFT,2021-11-30,352.98,356.20,351.68,354.90,4058559
MSFT,2021-12-01,354.90,357.50,353.25,355.85,4155682
MSFT,2021-12-02,355.85,359.45,353.85,357.45,4252805
MSFT,2021-12-03,357.45,358.67,356.85,358.07,4349928
MSFT,2021-12-06,358.07,360.29,357.12,359.34,4447051
MSFT,2021-12-07,359.34,360.93,358.04,359.63,4544174
MSFT,2021-12-08,359.63,362.21,357.98,360.56,4641297
MSFT,2021-12-09,360.56,362.56,358.50,360.50,4738420
MSFT,2021-12-10,360.50,361.68,359.90,361.08,4835543
MSFT,2021-12-13,361.08,363.25,360.13,362.30,4932666
MSFT,2021-12-14,362.30,363.83,361.00,362.53,5029789
MSFT,2021-12-15,362.53,365.05,360.88,363.40,5126912
MSFT,2021-12-16,363.40,365.40,361.27,363.27,5224035
MSFT,2021-12-17,363.27,364.39,362.67,363.79,5321158
MSFT,2021-12-20,363.79,364.74,362.37,363.32,5418281
MSFT,2021-12-21,363.32,364.78,362.02,363.48,5515404
MSFT,2021-12-22,363.48,365.13,361.01,362.66,5612527
MSFT,2021-12-23,362.66,364.66,360.48,362.48,5709650
MSFT,2021-12-24,362.48,363.54,361.88,362.94,5806773
MSFT,2021-12-27,362.94,363.89,361.48,362.43,5903896
MSFT,2021-12-28,362.43,363.86,361.13,362.56,6001019
MSFT,2021-12-29,362.56,364.21,360.06,361.71,6098142
MSFT,2021-12-30,361.71,363.71,359.52,361.52,6195265
MSFT,2021-12-31,361.52,362.12,359.76,360.36,6292388
MSFT,2022-01-03,360.36,361.31,358.91,359.86,6389511
MSFT,2022-01-04,359.86,361.16,357.10,358.40,6486634
MSFT,2022-01-05,358.40,360.05,355.95,357.60,6583757
MSFT,2022-01-06,357.60,359.60,355.47,357.47,6680880
MSFT,2022-01-07,357.47,358.07,355.80,356.40,6778003
MSFT,2022-01-10,356.40,357.35,355.05,356.00,6875126
MSFT,2022-01-11,356.00,357.30,353.36,354.66,6972249
MSFT,2022-01-12,354.66,356.31,352.36,354.01,7069372
MSFT,2022-01-13,354.01,356.01,350.43,352.43,7166495
MSFT,2022-01-14,352.43,353.03,350.94,351.54,7263618
MSFT,2022-01-17,351.54,352.49,348.78,349.73,7360741
MSFT,2022-01-18,349.73,351.03,347.32,348.62,7457864
MSFT,2022-01-19,348.62,350.27,346.58,348.23,7554987
MSFT,2022-01-20,348.23,350.23,344.92,346.92,7652110
MSFT,2022-01-21,346.92,347.52,345.73,346.33,7749233
MSFT,2022-01-24,346.33,347.28,343.90,344.85,7846356
MSFT,2022-01-25,344.85,346.15,342.79,344.09,7943479
MSFT,2022-01-26,344.09,345.74,340.79,342.44,8040602
MSFT,2022-01-27,342.44,344.44,339.53,341.53,8137725
MSFT,2022-01-28,341.53,342.13,339.14,339.74,8234848
MSFT,2022-01-31,339.74,340.69,337.73,338.68,8331971
MSFT,2022-02-01,338.68,339.98,337.08,338.38,8429094
MSFT,2022-02-02,338.38,340.03,335.56,337.21,8526217
MSFT,2022-02-03,337.21,339.21,334.79,336.79,8623340
MSFT,2022-02-04,336.79,337.39,334.91,335.51,8720463
MSFT,2022-02-07,335.51,336.46,334.04,334.99,8817586
MSFT,2022-02-08,334.99,336.29,332.31,333.61,8914709
MSFT,2022-02-09,333.61,335.26,331.35,333.00,2011832
MSFT,2022-02-10,333.00,335.00,329.53,331.53,2108955
MSFT,2022-02-11,331.53,332.13,330.24,330.84,2206078
MSFT,2022-02-14,330.84,331.87,329.89,330.92,2303201
MSFT,2022-02-15,330.92,332.22,328.85,330.15,2400324
MSFT,2022-02-16,330.15,331.81,328.50,330.16,2497447
MSFT,2022-02-17,330.16,332.16,327.33,329.33,2594570
MSFT,2022-02-18,329.33,329.93,328.67,329.27,2691693
MSFT,2022-02-21,329.27,330.22,327.42,328.37,2788816
MSFT,2022-02-22,328.37,329.67,326.95,328.25,2885939
MSFT,2022-02-23,328.25,329.90,325.64,327.29,2983062
MSFT,2022-02-24,327.29,329.29,325.11,327.11,3080185
MSFT,2022-02-25,327.11,328.31,326.51,327.71,3177308
MSFT,2022-02-28,327.71,328.66,326.51,327.46,3274431
MSFT,2022-03-01,327.46,329.29,326.16,327.99,3371554
MSFT,2022-03-02,327.99,329.64,326.03,327.68,3468677
MSFT,2022-03-03,327.68,330.14,325.68,328.14,3565800
MSFT,2022-03-04,328.14,328.74,327.15,327.75,3662923
MSFT,2022-03-07,327.75,329.08,326.80,328.13,3760046
MSFT,2022-03-08,328.13,329.43,326.36,327.66,3857169
MSFT,2022-03-09,327.66,329.61,326.01,327.96,3954292
MSFT,2022-03-10,327.96,331.02,325.96,329.02,4051415
MSFT,2022-03-11,329.02,329.82,328.42,329.22,4148538
MSFT,2022-03-14,329.22,331.13,328.27,330.18,4245661
MSFT,2022-03-15,330.18,331.58,328.88,330.28,4342784
MSFT,2022-03-16,330.28,332.78,328.63,331.13,4439907
MSFT,2022-03-17,331.13,333.13,329.10,331.10,4537030
MSFT,2022-03-18,331.10,332.43,330.50,331.83,4634153
MSFT,2022-03-21,331.83,332.78,330.72,331.67,4731276
MSFT,2022-03-22,331.67,333.56,330.37,332.26,4828399
MSFT,2022-03-23,332.26,335.23,330.61,333.58,4925522
MSFT,2022-03-24,333.58,336.02,331.58,334.02,5022645
MSFT,2022-03-25,334.02,335.78,333.42,335.18,5119768
MSFT,2022-03-28,335.18,336.40,334.23,335.45,5216891
MSFT,2022-03-29,335.45,337.74,334.15,336.44,5314014
MSFT,2022-03-30,336.44,338.18,334.79,336.53,5411137
MSFT,2022-03-31,336.53,339.34,334.53,337.34,5508260
MSFT,2022-04-01,337.34,337.94,336.64,337.24,5605383
MSFT,2022-04-04,337.24,338.79,336.29,337.84,5702506
MSFT,2022-04-05,337.84,340.45,336.54,339.15,5799629
MSFT,2022-04-06,339.15,341.20,337.50,339.55,5896752
MSFT,2022-04-07,339.55,342.64,337.55,340.64,5993875
MSFT,2022-04-08,340.64,341.41,340.04,340.81,6090998
MSFT,2022-04-11,340.81,342.63,339.86,341.68,6188121
MSFT,2022-04-12,341.68,342.98,340.31,341.61,6285244
MSFT,2022-04-13,341.61,343.89,339.96,342.24,6382367
MSFT,2022-04-14,342.24,344.24,339.93,341.93,6479490
MSFT,2022-04-15,341.93,342.91,341.33,342.31,6576613
MSFT,2022-04-18,342.31,344.32,341.36,343.37,6673736
MSFT,2022-04-19,343.37,344.79,342.07,343.49,6770859
MSFT,2022-04-20,343.49,345.95,341.84,344.30,6867982
MSFT,2022-04-21,344.30,346.30,342.16,344.16,6965105
MSFT,2022-04-22,344.16,345.30,343.56,344.70,7062228
MSFT,2022-04-25,344.70,345.65,343.35,344.30,7159351
MSFT,2022-04-26,344.30,345.88,343.00,344.58,7256474
MSFT,2022-04-27,344.58,346.23,342.26,343.91,7353597
MSFT,2022-04-28,343.91,345.92,341.91,343.92,7450720
MSFT,2022-04-29,343.92,345.21,343.32,344.61,7547843
MSFT,2022-05-02,344.61,345.56,343.41,344.36,7644966
MSFT,2022-05-03,344.36,346.08,343.06,344.78,7742089
MSFT,2022-05-04,344.78,346.43,342.61,344.26,7839212
MSFT,2022-05-05,344.26,346.43,342.26,344.43,7936335
MSFT,2022-05-06,344.43,345.03,343.05,343.65,8033458
MSFT,2022-05-09,343.65,344.60,342.61,343.56,8130581
MSFT,2022-05-10,343.56,344.86,341.24,342.54,8227704
MSFT,2022-05-11,342.54,344.19,340.55,342.20,8324827
MSFT,2022-05-12,342.20,344.55,340.20,342.55,8421950
MSFT,2022-05-13,342.55,343.15,341.37,341.97,8519073
MSFT,2022-05-16,341.97,343.04,341.02,342.09,8616196
MSFT,2022-05-17,342.09,343.39,339.98,341.28,8713319
MSFT,2022-05-18,341.28,342.93,339.52,341.17,8810442
MSFT,2022-05-19,341.17,343.17,338.15,340.15,8907565
MSFT,2022-05-20,340.15,340.75,339.23,339.83,2004688
MSFT,2022-05-23,339.83,340.78,337.64,338.59,2101811
MSFT,2022-05-24,338.59,339.89,336.77,338.07,2198934
MSFT,2022-05-25,338.07,339.92,336.42,338.27,2296057
MSFT,2022-05-26,338.27,340.27,335.56,337.56,2393180
MSFT,2022-05-27,337.56,338.17,336.96,337.57,2490303
MSFT,2022-05-30,337.57,338.52,335.73,336.68,2587426
MSFT,2022-05-31,336.68,337.98,335.22,336.52,2684549
MSFT,2022-06-01,336.52,338.17,333.83,335.48,2781672
MSFT,2022-06-02,335.48,337.48,333.16,335.16,2878795
MSFT,2022-06-03,335.16,335.76,333.37,333.97,2975918
MSFT,2022-06-06,333.97,334.92,332.56,333.51,3073041
MSFT,2022-06-07,333.51,335.10,332.21,333.80,3170164
MSFT,2022-06-08,333.80,335.45,331.56,333.21,3267287
MSFT,2022-06-09,333.21,335.37,331.21,333.37,3364410
MSFT,2022-06-10,333.37,333.97,332.07,332.67,3461533
MSFT,2022-06-13,332.67,333.66,331.72,332.71,3558656
MSFT,2022-06-14,332.71,334.01,330.60,331.90,3655779
MSFT,2022-06-15,331.90,333.55,330.19,331.84,3752902
MSFT,2022-06-16,331.84,333.84,328.93,330.93,3850025
MSFT,2022-06-17,330.93,331.53,330.18,330.78,3947148
MSFT,2022-06-20,330.78,332.34,329.83,331.39,4044271
MSFT,2022-06-21,331.39,332.69,329.85,331.15,4141394
MSFT,2022-06-22,331.15,333.32,329.50,331.67,4238517
MSFT,2022-06-23,331.67,333.67,329.35,331.35,4335640
MSFT,2022-06-24,331.35,332.39,330.75,331.79,4432763
MSFT,2022-06-27,331.79,332.74,330.44,331.39,4529886
MSFT,2022-06-28,331.39,333.06,330.09,331.76,4627009
MSFT,2022-06-29,331.76,333.41,329.62,331.27,4724132
MSFT,2022-06-30,331.27,333.56,329.27,331.56,4821255
MSFT,2022-07-01,331.56,333.22,330.96,332.62,4918378
MSFT,2022-07-04,332.62,333.78,331.67,332.83,5015501
MSFT,2022-07-05,332.83,335.10,331.53,333.80,5112624
MSFT,2022-07-06,333.80,335.58,332.15,333.93,5209747
MSFT,2022-07-07,333.93,336.82,331.93,334.82,5306870
MSFT,2022-07-08,334.82,335.45,334.22,334.85,5403993
MSFT,2022-07-11,334.85,336.60,333.90,335.65,5501116
MSFT,2022-07-12,335.65,336.95,334.29,335.59,5598239
MSFT,2022-07-13,335.59,337.94,333.94,336.29,5695362
MSFT,2022-07-14,336.29,339.75,334.29,337.75,5792485
MSFT,2022-07-15,337.75,338.94,337.15,338.34,5889608
MSFT,2022-07-18,338.34,340.63,337.39,339.68,5986731
MSFT,2022-07-19,339.68,341.45,338.38,340.15,6083854
MSFT,2022-07-20,340.15,343.01,338.50,341.36,6180977
MSFT,2022-07-21,341.36,343.70,339.36,341.70,6278100
MSFT,2022-07-22,341.70,343.37,341.10,342.77,6375223
MSFT,2022-07-25,342.77,343.91,341.82,342.96,6472346
MSFT,2022-07-26,342.96,345.17,341.66,343.87,6569469
MSFT,2022-07-27,343.87,347.17,342.22,345.52,6666592
MSFT,2022-07-28,345.52,348.26,343.52,346.26,6763715
MSFT,2022-07-29,346.26,348.33,345.66,347.73,6860838
MSFT,2022-08-01,347.73,349.24,346.78,348.29,6957961
MSFT,2022-08-02,348.29,350.86,346.99,349.56,7055084
MSFT,2022-08-03,349.56,351.56,347.91,349.91,7152207
MSFT,2022-08-04,349.91,352.97,347.91,350.97,7249330
MSFT,2022-08-05,350.97,351.71,350.37,351.11,7346453
MSFT,2022-08-08,351.11,352.89,350.16,351.94,7443576
MSFT,2022-08-09,351.94,354.76,350.64,353.46,7540699
MSFT,2022-08-10,353.46,355.69,351.81,354.04,7637822
MSFT,2022-08-11,354.04,357.31,352.04,355.31,7734945
MSFT,2022-08-12,355.31,356.24,354.71,355.64,7832068
NVDA,2021-01-04,88.00,90.64,86.70,89.34,2275062
NVDA,2021-01-05,89.34,93.22,87.69,91.57,2372185
NVDA,2021-01-06,91.57,95.05,89.57,93.05,2469308
NVDA,2021-01-07,93.05,96.01,92.45,95.41,2566431
NVDA,2021-01-08,95.41,97.95,94.46,97.00,2663554
NVDA,2021-01-11,97.00,100.76,95.70,99.46,2760677
NVDA,2021-01-12,99.46,102.79,97.81,101.14,2857800
NVDA,2021-01-13,101.14,105.67,99.14,103.67,2954923
NVDA,2021-01-14,103.67,106.01,103.07,105.41,3052046
NVDA,2021-01-15,105.41,107.32,104.46,106.37,3149169
NVDA,2021-01-18,106.37,109.45,105.07,108.15,3246292
NVDA,2021-01-19,108.15,110.77,106.50,109.12,3343415
NVDA,2021-01-20,109.12,112.91,107.12,110.91,3440538
NVDA,2021-01-21,110.91,112.49,110.31,111.89,3537661
NVDA,2021-01-22,111.89,114.63,110.94,113.68,3634784
NVDA,2021-01-25,113.68,115.94,112.38,114.64,3731907
NVDA,2021-01-26,114.64,118.04,112.99,116.39,3829030
NVDA,2021-01-27,116.39,119.32,114.39,117.32,3926153
NVDA,2021-01-28,117.32,118.01,116.72,117.41,4023276
NVDA,2021-01-29,117.41,119.23,116.46,118.28,4120399
NVDA,2021-02-01,118.28,119.62,116.98,118.32,4217522
NVDA,2021-02-02,118.32,120.78,116.67,119.13,4314645
NVDA,2021-02-03,119.13,121.13,117.10,119.10,4411768
NVDA,2021-02-04,119.10,120.45,118.50,119.85,4508891
NVDA,2021-02-05,119.85,120.80,118.79,119.74,4606014
NVDA,2021-02-08,119.74,121.71,118.44,120.41,4703137
NVDA,2021-02-09,120.41,122.06,118.59,120.24,4800260
NVDA,2021-02-10,120.24,122.24,117.21,119.21,4897383
NVDA,2021-02-11,119.21,119.81,118.36,118.96,4994506
NVDA,2021-02-12,118.96,119.91,116.92,117.87,5091629
NVDA,2021-02-15,117.87,119.17,116.24,117.54,5188752
NVDA,2021-02-16,117.54,119.19,114.73,116.38,5285875
